dataset,weight,seed,bin0,bin1,bin2,bin3
digital_music,0.5,1,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,777,0.0,0.0,0.0,0.0
digital_music,0.1,777,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,777,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,777,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,777,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,777,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,777,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,777,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1234,0.0,0.0,0.0,0.0
digital_music,0.1,1234,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1234,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1234,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1234,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1234,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1234,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1234,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1476,0.0,0.0,0.0,0.0
digital_music,0.1,1476,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1476,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1476,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1476,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1476,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1476,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1476,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1573,0.0,0.0,0.0,0.0
digital_music,0.1,1573,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1573,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1573,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1573,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1573,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1573,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1573,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1771,0.0,0.0,0.0,0.0
digital_music,0.1,1771,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1771,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1771,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1771,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1771,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1771,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1771,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1842,0.0,0.0,0.0,0.0
digital_music,0.1,1842,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1842,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1842,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1842,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1842,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1842,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1842,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,1992,0.0,0.0,0.0,0.0
digital_music,0.1,1992,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,1992,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,1992,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,1992,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,1992,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,1992,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,1992,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,2003,0.0,0.0,0.0,0.0
digital_music,0.1,2003,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,2003,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,2003,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,2003,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,2003,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,2003,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,2003,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
digital_music,0.0,2020,0.0,0.0,0.0,0.0
digital_music,0.1,2020,-0.001991659678176402,-0.01670203740904303,-0.0074518413532857555,0.01888206441293309
digital_music,0.2,2020,-0.004969191134980892,-0.03173212601097099,-0.014520833842895667,0.03211072121392279
digital_music,0.5,2020,-0.035899608424411804,-0.09128757575127043,-0.03729029264990529,0.06298826163615913
digital_music,1.0,2020,-0.0001659861107876767,-0.01740914728036696,-0.009905786809595706,0.01786509001455422
digital_music,2.0,2020,-0.0024476012937813454,-0.02156216238408751,-0.010759832350222591,0.02086793760026598
digital_music,5.0,2020,-0.028392210692763625,-0.05749037363319285,-0.03610967866096115,0.05278480582025254
digital_music,10.0,2020,-0.02002650065935592,-0.0280036105779499,-0.01713081540089858,0.036815749712546385
beer,0.0,1,0.0,0.0,0.0,0.0
beer,0.1,1,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,777,0.0,0.0,0.0,0.0
beer,0.1,777,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,777,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,777,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,777,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,777,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,777,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,777,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1234,0.0,0.0,0.0,0.0
beer,0.1,1234,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1234,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1234,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1234,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1234,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1234,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1234,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1476,0.0,0.0,0.0,0.0
beer,0.1,1476,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1476,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1476,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1476,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1476,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1476,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1476,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1573,0.0,0.0,0.0,0.0
beer,0.1,1573,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1573,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1573,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1573,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1573,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1573,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1573,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1771,0.0,0.0,0.0,0.0
beer,0.1,1771,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1771,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1771,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1771,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1771,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1771,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1771,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1842,0.0,0.0,0.0,0.0
beer,0.1,1842,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1842,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1842,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1842,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1842,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1842,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1842,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,1992,0.0,0.0,0.0,0.0
beer,0.1,1992,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,1992,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,1992,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,1992,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,1992,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,1992,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,1992,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,2003,0.0,0.0,0.0,0.0
beer,0.1,2003,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,2003,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,2003,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,2003,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,2003,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,2003,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,2003,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
beer,0.0,2020,0.0,0.0,0.0,0.0
beer,0.1,2020,0.04582253318943622,0.03137058336169911,0.010449190437972785,-0.020239921015277756
beer,0.2,2020,0.040385475448353275,0.024278998050291913,0.007042655350890359,-0.017812967447430786
beer,0.5,2020,0.020622374139505684,0.009596018195419206,0.0027510372764067304,-0.01113852878535617
beer,1.0,2020,0.042759063280150646,0.035712376206742814,0.0017031064147368363,-0.07138396388967065
beer,2.0,2020,-0.034332707950912714,-0.013658113427355185,-0.008541204102361349,0.007113610129070538
beer,5.0,2020,0.018622415069253564,0.02494467285181002,0.009503719964598407,-0.042297746214886925
beer,10.0,2020,-0.061239574835583746,-0.011749807318448838,-0.03537052521309686,-0.11756449794095694
